Word,Frequency,Probability
disengaged,1,7.438262421898245e-05
disentangle,2,0.0001487652484379649
disk,1,7.438262421898245e-05
dismiss,1,7.438262421898245e-05
dismissed,2,0.0001487652484379649
dispassionately,1,7.438262421898245e-05
display,1,7.438262421898245e-05
displayed,1,7.438262421898245e-05
displaying,4,0.0002975304968759298
disproved,4,0.0002975304968759298
disputable,1,7.438262421898245e-05
disputants,1,7.438262421898245e-05
dissociated,1,7.438262421898245e-05
distance,3,0.00022314787265694734
distances,5,0.00037191312109491223
distinct,3,0.00022314787265694734
distinction,7,0.0005206783695328771
distinctions,2,0.0001487652484379649
distinctive,2,0.0001487652484379649
distinctly,1,7.438262421898245e-05
distinguish,7,0.0005206783695328771
distinguished,4,0.0002975304968759298
distinguishes,1,7.438262421898245e-05
distinguishing,3,0.00022314787265694734
distort,1,7.438262421898245e-05
distorts,1,7.438262421898245e-05
distribute,6,0.0004462957453138947
distributed,4,0.0002975304968759298
distributing,7,0.0005206783695328771
distribution,8,0.0005950609937518596
distributor,1,7.438262421898245e-05
disturbance,3,0.00022314787265694734
diverge,1,7.438262421898245e-05
diversity,1,7.438262421898245e-05
divest,1,7.438262421898245e-05
divide,1,7.438262421898245e-05
divided,1,7.438262421898245e-05
divisibility--philosophers,1,7.438262421898245e-05
divisible,2,0.0001487652484379649
doctrine,4,0.0002975304968759298
doctrines,2,0.0001487652484379649
dogmas,1,7.438262421898245e-05
dogmatic,1,7.438262421898245e-05
dogmatically,2,0.0001487652484379649
dogmatism,1,7.438262421898245e-05
domain,2,0.0001487652484379649
domestic,2,0.0001487652484379649
dominion,1,7.438262421898245e-05
donate,3,0.00022314787265694734
donation,1,7.438262421898245e-05
donations,15,0.0011157393632847366
donors,1,7.438262421898245e-05
door,2,0.0001487652484379649
doubt,39,0.0029009223445403153
doubted,5,0.00037191312109491223
doubting,5,0.00037191312109491223
doubtless,1,7.438262421898245e-05
doubts,2,0.0001487652484379649
downloading,1,7.438262421898245e-05
draw,9,0.000669443617970842
drawing,2,0.0001487652484379649
drawn,1,7.438262421898245e-05
dream,8,0.0005950609937518596
dream-table,1,7.438262421898245e-05
dreams,11,0.0008182088664088069
dreams--that,1,7.438262421898245e-05
dried,1,7.438262421898245e-05
drifted,1,7.438262421898245e-05
drive,1,7.438262421898245e-05
driven,5,0.00037191312109491223
drives,1,7.438262421898245e-05
dualism,2,0.0001487652484379649
duly,1,7.438262421898245e-05
duration,2,0.0001487652484379649
dwell,3,0.00022314787265694734
dying,3,0.00022314787265694734
e-mail,1,7.438262421898245e-05
e.g,3,0.00022314787265694734
earlier,4,0.0002975304968759298
earth,7,0.0005206783695328771
earth's,2,0.0001487652484379649
earwig,3,0.00022314787265694734
easier,2,0.0001487652484379649
easiest,1,7.438262421898245e-05
easily,7,0.0005206783695328771
east,1,7.438262421898245e-05
easy,7,0.0005206783695328771
eat,2,0.0001487652484379649
ebook,13,0.0009669741148467717
ebooks,7,0.0005206783695328771
eclipse,1,7.438262421898245e-05
edinburgh,9,0.000669443617970842
edition,1,7.438262421898245e-05
editions,4,0.0002975304968759298
educated,1,7.438262421898245e-05
educational,1,7.438262421898245e-05
effected,1,7.438262421898245e-05
effects,2,0.0001487652484379649
effort,4,0.0002975304968759298
efforts,3,0.00022314787265694734
ein,1,7.438262421898245e-05
elapse,1,7.438262421898245e-05
elapsed,1,7.438262421898245e-05
elect,1,7.438262421898245e-05
elected,1,7.438262421898245e-05
electric,1,7.438262421898245e-05
electronic,27,0.002008330853912526
electronically,2,0.0001487652484379649
element,3,0.00022314787265694734
elementary,1,7.438262421898245e-05
elements,1,7.438262421898245e-05
elicited,4,0.0002975304968759298
else--something,1,7.438262421898245e-05
elucidation,1,7.438262421898245e-05
email,2,0.0001487652484379649
embark,1,7.438262421898245e-05
emerged,1,7.438262421898245e-05
emerges,1,7.438262421898245e-05
emitted,1,7.438262421898245e-05
emitting,1,7.438262421898245e-05
emotion,2,0.0001487652484379649
emperor,2,0.0001487652484379649
emphasized,1,7.438262421898245e-05
emphatically,1,7.438262421898245e-05
empire,5,0.00037191312109491223
empirical,15,0.0011157393632847366
empiricists,7,0.0005206783695328771
empiricists--who,1,7.438262421898245e-05
employ,2,0.0001487652484379649
employed,4,0.0002975304968759298
employee,1,7.438262421898245e-05
employees,1,7.438262421898245e-05
employs,1,7.438262421898245e-05
enable,5,0.00037191312109491223
enables,6,0.0004462957453138947
enabling,2,0.0001487652484379649
endeavour,3,0.00022314787265694734
endeavoured,2,0.0001487652484379649
enemy,2,0.0001487652484379649
engagement,1,7.438262421898245e-05
engendered,1,7.438262421898245e-05
england,1,7.438262421898245e-05
english,1,7.438262421898245e-05
enlarge,3,0.00022314787265694734
enlarged,1,7.438262421898245e-05
enlargement,4,0.0002975304968759298
enlarges,1,7.438262421898245e-05
enormously,1,7.438262421898245e-05
enquiry,1,7.438262421898245e-05
enrich,1,7.438262421898245e-05
ensures,2,0.0001487652484379649
ensuring,1,7.438262421898245e-05
entails,1,7.438262421898245e-05
entangled,1,7.438262421898245e-05
enter,1,7.438262421898245e-05
entertain,3,0.00022314787265694734
entertained,2,0.0001487652484379649
entertaining,1,7.438262421898245e-05
entities,8,0.0005950609937518596
entity,6,0.0004462957453138947
enumerated,1,7.438262421898245e-05
enumeration,1,7.438262421898245e-05
enunciated,1,7.438262421898245e-05
equal,1,7.438262421898245e-05
equally,10,0.0007438262421898245
equipment,3,0.00022314787265694734
equivocation,1,7.438262421898245e-05
ergo,1,7.438262421898245e-05
erroneous,11,0.0008182088664088069
error,19,0.0014132698601606664
errors,2,0.0001487652484379649
escape,4,0.0002975304968759298
esse,1,7.438262421898245e-05
essence,7,0.0005206783695328771
essential,7,0.0005206783695328771
essentially,8,0.0005950609937518596
establish,4,0.0002975304968759298
established,2,0.0001487652484379649
estimated,1,7.438262421898245e-05
etc.--is,1,7.438262421898245e-05
etc.--may,1,7.438262421898245e-05
etc.--which,1,7.438262421898245e-05
eternal,1,7.438262421898245e-05
eternally,1,7.438262421898245e-05
ethical,4,0.0002975304968759298
ethics,3,0.00022314787265694734
euclid's,1,7.438262421898245e-05
euclidean,2,0.0001487652484379649
europe,1,7.438262421898245e-05
event,3,0.00022314787265694734
events,4,0.0002975304968759298
everyday,1,7.438262421898245e-05
evidence,12,0.0008925914906277894
evident,15,0.0011157393632847366
evil,5,0.00037191312109491223
exact,1,7.438262421898245e-05
examination,4,0.0002975304968759298
examine,8,0.0005950609937518596
examined,5,0.00037191312109491223
examines,1,7.438262421898245e-05
examining,3,0.00022314787265694734
example--raises,1,7.438262421898245e-05
examples,2,0.0001487652484379649
exceedingly,1,7.438262421898245e-05
exceptional,2,0.0001487652484379649
exceptions,9,0.000669443617970842
excluded,2,0.0001487652484379649
excluding,1,7.438262421898245e-05
exclusion,1,7.438262421898245e-05
exclusive,2,0.0001487652484379649
exclusively,6,0.0004462957453138947
exemplified,3,0.00022314787265694734
exemplify,1,7.438262421898245e-05
exempt,2,0.0001487652484379649
exist,57,0.004239809580481999
existed,5,0.00037191312109491223
existence,56,0.0041654269562630165
existent,1,7.438262421898245e-05
existing,10,0.0007438262421898245
exists,33,0.0024546265992264208
expect,6,0.0004462957453138947
expectation,2,0.0001487652484379649
expectations,12,0.0008925914906277894
expecting,4,0.0002975304968759298
expend,1,7.438262421898245e-05
expense,1,7.438262421898245e-05
expenses,2,0.0001487652484379649
experience,78,0.005801844689080631
experience--as,1,7.438262421898245e-05
experience--not,1,7.438262421898245e-05
experienced,10,0.0007438262421898245
experiences,15,0.0011157393632847366
explained,3,0.00022314787265694734
explaining,3,0.00022314787265694734
explanation,2,0.0001487652484379649
explicitly,1,7.438262421898245e-05
explored,1,7.438262421898245e-05
exploring,1,7.438262421898245e-05
exponents,1,7.438262421898245e-05
exporting,1,7.438262421898245e-05
express,5,0.00037191312109491223
expressed,2,0.0001487652484379649
expressing,2,0.0001487652484379649
expression,2,0.0001487652484379649
expressions,1,7.438262421898245e-05
extend,1,7.438262421898245e-05
extends,1,7.438262421898245e-05
extension,3,0.00022314787265694734
extensive,1,7.438262421898245e-05
extent,7,0.0005206783695328771
external,2,0.0001487652484379649
extrinsic,1,7.438262421898245e-05
eye,9,0.000669443617970842
eyes,6,0.0004462957453138947
fabric,1,7.438262421898245e-05
face--it,1,7.438262421898245e-05
facility,1,7.438262421898245e-05
facts--infinite,1,7.438262421898245e-05
faculty,1,7.438262421898245e-05
fail,2,0.0001487652484379649
failed,2,0.0001487652484379649
failing,1,7.438262421898245e-05
fails,3,0.00022314787265694734
failure,4,0.0002975304968759298
fainter,1,7.438262421898245e-05
faintness,1,7.438262421898245e-05
fall,4,0.0002975304968759298
fallacies,1,7.438262421898245e-05
fallacious,5,0.00037191312109491223
fallacious--which,1,7.438262421898245e-05
fallacy,1,7.438262421898245e-05
fallible,1,7.438262421898245e-05
falls,1,7.438262421898245e-05
false,29,0.0021570961023504908
falsehood,28,0.0020827134781315083
falsehoods,2,0.0001487652484379649
falsely,5,0.00037191312109491223
falsified,1,7.438262421898245e-05
familiar,6,0.0004462957453138947
familiarity,2,0.0001487652484379649
family,1,7.438262421898245e-05
fancy,1,7.438262421898245e-05
fast,1,7.438262421898245e-05
fatal,1,7.438262421898245e-05
favour,8,0.0005950609937518596
favouritism,1,7.438262421898245e-05
fear,1,7.438262421898245e-05
fears,2,0.0001487652484379649
features,1,7.438262421898245e-05
fed,1,7.438262421898245e-05
federal,2,0.0001487652484379649
fee,8,0.0005950609937518596
feeds,1,7.438262421898245e-05
feel,15,0.0011157393632847366
feeling,6,0.0004462957453138947
feelings,10,0.0007438262421898245
feels,2,0.0001487652484379649
fees,4,0.0002975304968759298
fetters,1,7.438262421898245e-05
feverish,1,7.438262421898245e-05
figure,2,0.0001487652484379649
file,1,7.438262421898245e-05
files,1,7.438262421898245e-05
finally,3,0.00022314787265694734
financial,1,7.438262421898245e-05
finding,6,0.0004462957453138947
fine,1,7.438262421898245e-05
finite,3,0.00022314787265694734
firm,2,0.0001487652484379649
firmly,4,0.0002975304968759298
fit,3,0.00022314787265694734
fitness,1,7.438262421898245e-05
fixed,1,7.438262421898245e-05
flash,1,7.438262421898245e-05
fleeting,2,0.0001487652484379649
foes,1,7.438262421898245e-05
follow,7,0.0005206783695328771
food,9,0.000669443617970842
foolish,1,7.438262421898245e-05
football,1,7.438262421898245e-05
force,1,7.438262421898245e-05
forced,4,0.0002975304968759298
forces,1,7.438262421898245e-05
forget,1,7.438262421898245e-05
forgetting,1,7.438262421898245e-05
forgo,1,7.438262421898245e-05
forgotten,1,7.438262421898245e-05
forks,1,7.438262421898245e-05
form,36,0.002677774471883368
formal,1,7.438262421898245e-05
formally,1,7.438262421898245e-05
format,4,0.0002975304968759298
formats,1,7.438262421898245e-05
formed,3,0.00022314787265694734
forms,5,0.00037191312109491223
fortress,1,7.438262421898245e-05
fortuitous,1,7.438262421898245e-05
fortune,1,7.438262421898245e-05
forwards,1,7.438262421898245e-05
fostered,1,7.438262421898245e-05
foundation,24,0.0017851829812555787
foundation’s,3,0.00022314787265694734
founder,2,0.0001487652484379649
fourth,1,7.438262421898245e-05
fragment,1,7.438262421898245e-05
fragmentary,3,0.00022314787265694734
fragments,1,7.438262421898245e-05
framework,1,7.438262421898245e-05
freedom,4,0.0002975304968759298
freely,5,0.00037191312109491223
french,2,0.0001487652484379649
frequent,2,0.0001487652484379649
fresh,8,0.0005950609937518596
friend,1,7.438262421898245e-05
friend's,2,0.0001487652484379649
friends,1,7.438262421898245e-05
frightened,1,7.438262421898245e-05
fulfil,2,0.0001487652484379649
fulfilled,5,0.00037191312109491223
fulfilment,1,7.438262421898245e-05
fulfils,1,7.438262421898245e-05
function,2,0.0001487652484379649
fundamental,7,0.0005206783695328771
future,26,0.0019339482296935435
futures,6,0.0004462957453138947
gain,1,7.438262421898245e-05
garrison,1,7.438262421898245e-05
generality,1,7.438262421898245e-05
generalization,5,0.00037191312109491223
generalizations,6,0.0004462957453138947
generations,2,0.0001487652484379649
genuine,2,0.0001487652484379649
genuinely-empirical,1,7.438262421898245e-05
geography,1,7.438262421898245e-05
geology,1,7.438262421898245e-05
geometry,5,0.00037191312109491223
georg,1,7.438262421898245e-05
george,1,7.438262421898245e-05
german,8,0.0005950609937518596
germany,2,0.0001487652484379649
ghost,2,0.0001487652484379649
ghost-stories,1,7.438262421898245e-05
gilbert,1,7.438262421898245e-05
glance,1,7.438262421898245e-05
glasses,1,7.438262421898245e-05
globe,1,7.438262421898245e-05
goals,1,7.438262421898245e-05
god,8,0.0005950609937518596
god's,2,0.0001487652484379649
goodwill,1,7.438262421898245e-05
gordon,1,7.438262421898245e-05
govern,2,0.0001487652484379649
gradation,5,0.00037191312109491223
gradations,1,7.438262421898245e-05
gradually,4,0.0002975304968759298
grain,1,7.438262421898245e-05
granted,6,0.0004462957453138947
grapple,1,7.438262421898245e-05
grasp,1,7.438262421898245e-05
gratefully,1,7.438262421898245e-05
gratuitous,1,7.438262421898245e-05
gravely,1,7.438262421898245e-05
gravitation,6,0.0004462957453138947
greatly,2,0.0001487652484379649
greatness,5,0.00037191312109491223
greek,2,0.0001487652484379649
greeks,1,7.438262421898245e-05
green,5,0.00037191312109491223
greens,1,7.438262421898245e-05
greeny-blue,1,7.438262421898245e-05
gross,3,0.00022314787265694734
ground,10,0.0007438262421898245
groundless,1,7.438262421898245e-05
grounds,11,0.0008182088664088069
grow,1,7.438262421898245e-05
growing,1,7.438262421898245e-05
grown,2,0.0001487652484379649
growth,2,0.0001487652484379649
guarantee,6,0.0004462957453138947
guard,2,0.0001487652484379649
guarded,1,7.438262421898245e-05
guide,1,7.438262421898245e-05
gutenberg,31,0.0023058613507884558
gutenberg's,1,7.438262421898245e-05
gutenberg™,56,0.0041654269562630165
gutenberg™’s,1,7.438262421898245e-05
habit,6,0.0004462957453138947
habits,1,7.438262421898245e-05
habitual,1,7.438262421898245e-05
habitually,1,7.438262421898245e-05
hair-splitting,1,7.438262421898245e-05
hallucinations,2,0.0001487652484379649
halved,2,0.0001487652484379649
halves,1,7.438262421898245e-05
hand,7,0.0005206783695328771
handbooks,1,7.438262421898245e-05
happen,8,0.0005950609937518596
happened,6,0.0004462957453138947
happiness,1,7.438262421898245e-05
hard,9,0.000669443617970842
hardness,6,0.0004462957453138947
hardnesses,1,7.438262421898245e-05
harm,1,7.438262421898245e-05
harmless,1,7.438262421898245e-05
harmonious,3,0.00022314787265694734
harmonize,2,0.0001487652484379649
harmony,1,7.438262421898245e-05
hart,1,7.438262421898245e-05
hates,1,7.438262421898245e-05
hatred,1,7.438262421898245e-05
hatreds,1,7.438262421898245e-05
head,5,0.00037191312109491223
hear,10,0.0007438262421898245
heard,4,0.0002975304968759298
hearing,4,0.0002975304968759298
hears,2,0.0001487652484379649
heartbeats,1,7.438262421898245e-05
heat,2,0.0001487652484379649
heaven,1,7.438262421898245e-05
heavens,1,7.438262421898245e-05
hegel,7,0.0005206783695328771
hegel's,1,7.438262421898245e-05
held,17,0.0012645046117227016
helpful,1,7.438262421898245e-05
henry,1,7.438262421898245e-05
heretofore,1,7.438262421898245e-05
hesitatingly,1,7.438262421898245e-05
hides,1,7.438262421898245e-05
hierarchy,2,0.0001487652484379649
highly,4,0.0002975304968759298
hills,1,7.438262421898245e-05
hinder,1,7.438262421898245e-05
historian,1,7.438262421898245e-05
historic,1,7.438262421898245e-05
historical,2,0.0001487652484379649
historically,1,7.438262421898245e-05
history,3,0.00022314787265694734
hitherto,8,0.0005950609937518596
hold,11,0.0008182088664088069
holder,4,0.0002975304968759298
holds,5,0.00037191312109491223
honour,1,7.438262421898245e-05
hoofs,1,7.438262421898245e-05
hooks,2,0.0001487652484379649
hope,10,0.0007438262421898245
hoped,1,7.438262421898245e-05
hopeless,1,7.438262421898245e-05
hopes,3,0.00022314787265694734
horrors,1,7.438262421898245e-05
horse,2,0.0001487652484379649
host,1,7.438262421898245e-05
hostile,2,0.0001487652484379649
hot,1,7.438262421898245e-05
hour,2,0.0001487652484379649
house,3,0.00022314787265694734
houses,2,0.0001487652484379649
however--which,1,7.438262421898245e-05
human,15,0.0011157393632847366
hume,6,0.0004462957453138947
hume's,1,7.438262421898245e-05
hume--maintained,1,7.438262421898245e-05
hundreds,1,7.438262421898245e-05
hunger,3,0.00022314787265694734
hungry,2,0.0001487652484379649
hylas,3,0.00022314787265694734
hypertext,1,7.438262421898245e-05
hypotheses,7,0.0005206783695328771
hypothesis,5,0.00037191312109491223
hypothetical,3,0.00022314787265694734
i's,2,0.0001487652484379649
i.e,16,0.0011901219875037191
idea,31,0.0023058613507884558
idealism,6,0.0004462957453138947
idealists,5,0.00037191312109491223
ideas,36,0.002677774471883368
ideas'--i.e,1,7.438262421898245e-05
identical,5,0.00037191312109491223
identification,1,7.438262421898245e-05
identify,2,0.0001487652484379649
identity,1,7.438262421898245e-05
ides,1,7.438262421898245e-05
ignorance,1,7.438262421898245e-05
ignorant,1,7.438262421898245e-05
iii,1,7.438262421898245e-05
illumination,1,7.438262421898245e-05
illusoriness,1,7.438262421898245e-05
illusory,1,7.438262421898245e-05
illustrated,1,7.438262421898245e-05
illustrates,2,0.0001487652484379649
illustration,6,0.0004462957453138947
illustrations,1,7.438262421898245e-05
image,8,0.0005950609937518596
imagination,7,0.0005206783695328771
imagine,6,0.0004462957453138947
imagined,2,0.0001487652484379649
imagining,2,0.0001487652484379649
immanuel,1,7.438262421898245e-05
immutable,1,7.438262421898245e-05
impaired,1,7.438262421898245e-05
impairs,1,7.438262421898245e-05
impartial,1,7.438262421898245e-05
impartiality,3,0.00022314787265694734
impartially,1,7.438262421898245e-05
impenetrable,1,7.438262421898245e-05
imperceptible,2,0.0001487652484379649
impersonal,1,7.438262421898245e-05
implied,6,0.0004462957453138947
implies,4,0.0002975304968759298
imply,2,0.0001487652484379649
impose,1,7.438262421898245e-05
imposed,2,0.0001487652484379649
impossibility,5,0.00037191312109491223
impossible,15,0.0011157393632847366
impression,1,7.438262421898245e-05
imprisoned,1,7.438262421898245e-05
improbable,3,0.00022314787265694734
inaccurate,1,7.438262421898245e-05
inadequate,2,0.0001487652484379649
incapable,8,0.0005950609937518596
incidental,1,7.438262421898245e-05
inclination,1,7.438262421898245e-05
inclined,2,0.0001487652484379649
include,3,0.00022314787265694734
included,10,0.0007438262421898245
includes,1,7.438262421898245e-05
including,9,0.000669443617970842
incoherent,2,0.0001487652484379649
incompatible,1,7.438262421898245e-05
incomplete,9,0.000669443617970842
incompleteness,3,0.00022314787265694734
inconceivable,2,0.0001487652484379649
inconsistencies,1,7.438262421898245e-05
inconsistency,1,7.438262421898245e-05
inconsistent,2,0.0001487652484379649
increase,1,7.438262421898245e-05
increased,3,0.00022314787265694734
increases,2,0.0001487652484379649
increasing,1,7.438262421898245e-05
incredulous,1,7.438262421898245e-05
indefinite,2,0.0001487652484379649
indefinitely,1,7.438262421898245e-05
indemnify,1,7.438262421898245e-05
indemnity,1,7.438262421898245e-05
independence,1,7.438262421898245e-05
independent,19,0.0014132698601606664
independently,10,0.0007438262421898245
indestructible,1,7.438262421898245e-05
indicating,1,7.438262421898245e-05
indifferent,2,0.0001487652484379649
indirect,1,7.438262421898245e-05
indirectly,2,0.0001487652484379649
individual,6,0.0004462957453138947
individually,2,0.0001487652484379649
indubitable,5,0.00037191312109491223
induction,17,0.0012645046117227016
inductive,19,0.0014132698601606664
inevitable,1,7.438262421898245e-05
inexplicable,1,7.438262421898245e-05
infallibility,1,7.438262421898245e-05
infallible,3,0.00022314787265694734
infancy,1,7.438262421898245e-05
infected,1,7.438262421898245e-05
infer,5,0.00037191312109491223
inference,15,0.0011157393632847366
inferences,5,0.00037191312109491223
inferred,10,0.0007438262421898245
inferring,1,7.438262421898245e-05
infinite,8,0.0005950609937518596
infinitely,3,0.00022314787265694734
infinitesimal,1,7.438262421898245e-05
infinitum,1,7.438262421898245e-05
infinity,2,0.0001487652484379649
inflected,1,7.438262421898245e-05
inflections,1,7.438262421898245e-05
influence,1,7.438262421898245e-05
infringed,1,7.438262421898245e-05
infringement,1,7.438262421898245e-05
inhabitants,1,7.438262421898245e-05
inhabited,1,7.438262421898245e-05
inherent,1,7.438262421898245e-05
innate,4,0.0002975304968759298
innocent,1,7.438262421898245e-05
innumerable,4,0.0002975304968759298
inoperative,1,7.438262421898245e-05
inquire,1,7.438262421898245e-05
inquired,1,7.438262421898245e-05
inquiry,4,0.0002975304968759298
insistence,2,0.0001487652484379649
insistent,1,7.438262421898245e-05
insoluble,1,7.438262421898245e-05
inspiration,1,7.438262421898245e-05
instance,34,0.0025290092234454033
instances,22,0.0016364177328176137
instants,1,7.438262421898245e-05
instinctive,12,0.0008925914906277894
instinctively,3,0.00022314787265694734
instincts,1,7.438262421898245e-05
instrument,1,7.438262421898245e-05
insubstantial,1,7.438262421898245e-05
integers,6,0.0004462957453138947
intellect,5,0.00037191312109491223
intellectual,3,0.00022314787265694734
intelligent,1,7.438262421898245e-05
intend,1,7.438262421898245e-05
intended,1,7.438262421898245e-05
intently,1,7.438262421898245e-05
interact,1,7.438262421898245e-05
interaction,2,0.0001487652484379649
interfere,2,0.0001487652484379649
interferes,1,7.438262421898245e-05
intermediary,1,7.438262421898245e-05
intermediate,2,0.0001487652484379649
internal,2,0.0001487652484379649
international,1,7.438262421898245e-05
interpret,1,7.438262421898245e-05
interpretation,2,0.0001487652484379649
interpreted,1,7.438262421898245e-05
interrelation,1,7.438262421898245e-05
interrupted,1,7.438262421898245e-05
intervening,2,0.0001487652484379649
intrinsic,9,0.000669443617970842
intrinsically,4,0.0002975304968759298
introduce,1,7.438262421898245e-05
introduction,1,7.438262421898245e-05
introspection,3,0.00022314787265694734
intuitive,23,0.0017108003570365962
intuitively,1,7.438262421898245e-05
invalidity,1,7.438262421898245e-05
invent,2,0.0001487652484379649
invented,1,7.438262421898245e-05
inventing,1,7.438262421898245e-05
inventions,1,7.438262421898245e-05
investigation,2,0.0001487652484379649
investigations,1,7.438262421898245e-05
invites,1,7.438262421898245e-05
involve,15,0.0011157393632847366
involved,17,0.0012645046117227016
involved--at,1,7.438262421898245e-05
involved--in,1,7.438262421898245e-05
involves,8,0.0005950609937518596
involving,6,0.0004462957453138947
iron,5,0.00037191312109491223
irrefutable,1,7.438262421898245e-05
irrelevant,5,0.00037191312109491223
irs,1,7.438262421898245e-05
isolated,2,0.0001487652484379649
isolation,1,7.438262421898245e-05
issue,2,0.0001487652484379649
it--i,1,7.438262421898245e-05
it--theoretically,1,7.438262421898245e-05
"itself',(1",1,7.438262421898245e-05
iv,3,0.00022314787265694734
ix,2,0.0001487652484379649
jealousy,1,7.438262421898245e-05
joint,1,7.438262421898245e-05
jones,7,0.0005206783695328771
judge,13,0.0009669741148467717
judged,2,0.0001487652484379649
judgement,40,0.002975304968759298
judgements,24,0.0017851829812555787
judges,5,0.00037191312109491223
judging,12,0.0008925914906277894
julius,6,0.0004462957453138947
june,1,7.438262421898245e-05
justice,6,0.0004462957453138947
justification,3,0.00022314787265694734
justified,4,0.0002975304968759298
justify,3,0.00022314787265694734
justly,1,7.438262421898245e-05
kant,19,0.0014132698601606664
kant's,6,0.0004462957453138947
kantian,1,7.438262421898245e-05
keener,1,7.438262421898245e-05
keeping,2,0.0001487652484379649
kennen,1,7.438262421898245e-05
keynes,1,7.438262421898245e-05
killed,1,7.438262421898245e-05
kinds,11,0.0008182088664088069
king,3,0.00022314787265694734
king's,1,7.438262421898245e-05
knits,1,7.438262421898245e-05
knitting,2,0.0001487652484379649
knives,1,7.438262421898245e-05
knowable,1,7.438262421898245e-05
knowing,14,0.0010413567390657541
knowledge,305,0.022686700386789646
knowledge--far,1,7.438262421898245e-05
knowledge--knowledge,1,7.438262421898245e-05
knuckles,2,0.0001487652484379649
königsberg,1,7.438262421898245e-05
labours,2,0.0001487652484379649
laid,2,0.0001487652484379649
lake,1,7.438262421898245e-05
language,3,0.00022314787265694734
lapse,1,7.438262421898245e-05
larger,1,7.438262421898245e-05
late,6,0.0004462957453138947
latin,1,7.438262421898245e-05
launched,1,7.438262421898245e-05
law,53,0.00394227908360607
laws,33,0.0024546265992264208
lay,1,7.438262421898245e-05
lead,3,0.00022314787265694734
leads,2,0.0001487652484379649
learn,7,0.0005206783695328771
learning,3,0.00022314787265694734
learnt,1,7.438262421898245e-05
leaves,3,0.00022314787265694734
leaving,2,0.0001487652484379649
led,14,0.0010413567390657541
left,9,0.000669443617970842
legal,2,0.0001487652484379649
legally,1,7.438262421898245e-05
legitimately,1,7.438262421898245e-05
leibniz,7,0.0005206783695328771
leibniz--maintained,1,7.438262421898245e-05
less--from,1,7.438262421898245e-05
letters,3,0.00022314787265694734
level,1,7.438262421898245e-05
liability,3,0.00022314787265694734
liable,5,0.00037191312109491223
liberating,1,7.438262421898245e-05
liberation,1,7.438262421898245e-05
liberator,1,7.438262421898245e-05
liberty,1,7.438262421898245e-05
library,2,0.0001487652484379649
license,17,0.0012645046117227016
licensed,1,7.438262421898245e-05
lies,1,7.438262421898245e-05
lieu,2,0.0001487652484379649
life,30,0.0022314787265694733
life--which,1,7.438262421898245e-05
life-long,1,7.438262421898245e-05
light,24,0.0017851829812555787
light-waves,1,7.438262421898245e-05
lightning,5,0.00037191312109491223
likelihood,2,0.0001487652484379649
limit,3,0.00022314787265694734
limitation,4,0.0002975304968759298
limitations,1,7.438262421898245e-05
limited,9,0.000669443617970842
limiting,1,7.438262421898245e-05
limits,5,0.00037191312109491223
linked,1,7.438262421898245e-05
links,3,0.00022314787265694734
lips,1,7.438262421898245e-05
listen,2,0.0001487652484379649
literary,13,0.0009669741148467717
live,1,7.438262421898245e-05
lived,1,7.438262421898245e-05
lives,2,0.0001487652484379649
living,4,0.0002975304968759298
located,7,0.0005206783695328771
locations,1,7.438262421898245e-05
locke,1,7.438262421898245e-05
logic,30,0.0022314787265694733
logical,23,0.0017108003570365962
logically,12,0.0008925914906277894
logically--so,1,7.438262421898245e-05
logician,1,7.438262421898245e-05
london,10,0.0007438262421898245
long-lived,1,7.438262421898245e-05
longest-lived,1,7.438262421898245e-05
looked,1,7.438262421898245e-05
loose,1,7.438262421898245e-05
loosen,1,7.438262421898245e-05
lot,1,7.438262421898245e-05
loud,1,7.438262421898245e-05
love,11,0.0008182088664088069
loves,18,0.001338887235941684
loving,7,0.0005206783695328771
lowest,1,7.438262421898245e-05
luck,2,0.0001487652484379649
luminously,1,7.438262421898245e-05
lying,1,7.438262421898245e-05
machine-readable,1,7.438262421898245e-05
magnifies,1,7.438262421898245e-05
main,7,0.0005206783695328771
maintain,1,7.438262421898245e-05
maintained,5,0.00037191312109491223
maintaining,1,7.438262421898245e-05
majority,1,7.438262421898245e-05
man's,11,0.0008182088664088069
man-made,1,7.438262421898245e-05
manager,1,7.438262421898245e-05
mankind,2,0.0001487652484379649
manner,5,0.00037191312109491223
many--profess,1,7.438262421898245e-05
map,2,0.0001487652484379649
march,1,7.438262421898245e-05
marching,1,7.438262421898245e-05
mark,2,0.0001487652484379649
marked,2,0.0001487652484379649
marriage,1,7.438262421898245e-05
mask,5,0.00037191312109491223
mass,2,0.0001487652484379649
match,1,7.438262421898245e-05
material,5,0.00037191312109491223
mathematical,4,0.0002975304968759298
mathematician,3,0.00022314787265694734
mathematicians,3,0.00022314787265694734
mathematics,8,0.0005950609937518596
matter,46,0.0034216007140731924
matters,6,0.0004462957453138947
maximum,1,7.438262421898245e-05
meal,2,0.0001487652484379649
meaning,13,0.0009669741148467717
meanings,1,7.438262421898245e-05
meant,9,0.000669443617970842
measure,3,0.00022314787265694734
meditations,1,7.438262421898245e-05
medium,8,0.0005950609937518596
meet,3,0.00022314787265694734
melt,1,7.438262421898245e-05
memories,2,0.0001487652484379649
memory,25,0.0018595656054745612
men's,1,7.438262421898245e-05
